"","X.1","X","algorithm","replicate","instance","group","result"
"1",1,1,1,1,6,1,301.554125151353
"2",2,2,1,1,10,2,30144.7816325833
"3",3,3,1,1,14,3,178007.21652793
"4",4,4,1,1,18,4,251620.20168002
"5",5,5,1,1,22,5,445931.650277925
"6",6,6,1,1,26,6,582995.327861162
"7",7,7,1,1,30,7,940944.081189215
"8",8,8,1,1,34,8,1062964.88423419
"9",9,9,1,1,38,9,1593325.21307894
"10",10,10,1,1,42,10,1340329.64198137
"11",11,11,1,1,46,11,2043746.31065139
"12",12,12,1,1,50,12,2382684.50321106
"13",13,13,1,1,54,13,3411274.52088313
"14",14,14,1,1,58,14,3611091.77616011
"15",15,15,1,1,62,15,3741805.30115988
"16",16,16,1,1,66,16,4026159.35108125
"17",17,17,1,1,70,17,4526444.55145502
"18",18,18,1,1,74,18,4441808.1599282
"19",19,19,1,1,78,19,5408597.62635729
"20",20,20,1,1,82,20,5861896.34489079
"21",21,21,1,1,86,21,6060149.13753066
"22",22,22,1,1,90,22,5266499.07963353
"23",23,23,1,1,94,23,5455980.57698003
"24",24,24,1,1,98,24,7002174.97483497
"25",25,25,1,1,102,25,6445197.1762423
"26",26,26,1,1,106,26,7771767.9111434
"27",27,27,1,1,110,27,8228101.08242224
"28",28,28,1,1,114,28,7150749.94426345
"29",29,29,1,1,118,29,8476813.78537767
"30",30,30,1,1,122,30,10066819.581812
"31",31,31,1,1,126,31,8981166.78225627
"32",32,32,1,1,130,32,8276160.15533924
"33",33,33,1,1,134,33,9755655.18227591
"34",34,34,1,1,138,34,12007636.4863683
"35",35,35,1,1,142,35,9467963.67548037
"36",36,1,2,1,6,1,8.06877581811089e-06
"37",37,2,2,1,10,2,17.8713453966739
"38",38,3,2,1,14,3,1393.67428277735
"39",39,4,2,1,18,4,7616.46597713781
"40",40,5,2,1,22,5,64771.3551724171
"41",41,6,2,1,26,6,264035.216982035
"42",42,7,2,1,30,7,530868.442206815
"43",43,8,2,1,34,8,711553.631852819
"44",44,9,2,1,38,9,923843.501381334
"45",45,10,2,1,42,10,694405.458030057
"46",46,11,2,1,46,11,818336.620744101
"47",47,12,2,1,50,12,1425780.14542632
"48",48,13,2,1,54,13,2470055.50492407
"49",49,14,2,1,58,14,3344481.97234884
"50",50,15,2,1,62,15,3616908.59656494
"51",51,16,2,1,66,16,3771606.71277498
"52",52,17,2,1,70,17,4286713.07294022
"53",53,18,2,1,74,18,3765525.18277788
"54",54,19,2,1,78,19,4758146.9964696
"55",55,20,2,1,82,20,5085420.5712373
"56",56,21,2,1,86,21,5554422.87861633
"57",57,22,2,1,90,22,5747409.67929255
"58",58,23,2,1,94,23,6146767.28352076
"59",59,24,2,1,98,24,7598286.53367405
"60",60,25,2,1,102,25,7684199.12490662
"61",61,26,2,1,106,26,6982310.89043579
"62",62,27,2,1,110,27,7846863.70958389
"63",63,28,2,1,114,28,8119730.99199036
"64",64,29,2,1,118,29,9073277.79163127
"65",65,30,2,1,122,30,9060751.59814443
"66",66,31,2,1,126,31,9204412.17676371
"67",67,32,2,1,130,32,8468820.50415651
"68",68,33,2,1,134,33,10168004.4081679
"69",69,34,2,1,138,34,8990924.96832456
"70",70,35,2,1,142,35,10106300.3443552
"71",71,1,1,1,6,1,392.998733723458
"72",72,2,1,1,10,2,19996.0410899001
"73",73,3,1,1,14,3,149030.307940708
"74",74,4,1,1,18,4,277901.010121837
"75",75,5,1,1,22,5,438586.292509351
"76",76,6,1,1,26,6,666014.449562842
"77",77,7,1,1,30,7,678666.07152877
"78",78,8,1,1,34,8,1212561.69510438
"79",79,9,1,1,38,9,1630647.97747709
"80",80,10,1,1,42,10,2268215.01280807
"81",81,11,1,1,46,11,1539422.9013299
"82",82,12,1,1,50,12,2495713.22765352
"83",83,13,1,1,54,13,2881598.51718646
"84",84,14,1,1,58,14,3045927.64062688
"85",85,15,1,1,62,15,2174707.14104311
"86",86,16,1,1,66,16,4145438.45378001
"87",87,17,1,1,70,17,4181252.27160303
"88",88,18,1,1,74,18,4824580.63963587
"89",89,19,1,1,78,19,4829829.17605914
"90",90,20,1,1,82,20,5958898.03322636
"91",91,21,1,1,86,21,5398627.14688578
"92",92,22,1,1,90,22,6528188.38758579
"93",93,23,1,1,94,23,7233173.88257927
"94",94,24,1,1,98,24,6210766.83120026
"95",95,25,1,1,102,25,7278223.33263678
"96",96,26,1,1,106,26,8085301.93656962
"97",97,27,1,1,110,27,8589447.14906821
"98",98,28,1,1,114,28,8837290.64559681
"99",99,29,1,1,118,29,8982345.35961788
"100",100,30,1,1,122,30,9280778.79861507
"101",101,31,1,1,126,31,9244072.31985683
"102",102,32,1,1,130,32,9790682.1743924
"103",103,33,1,1,134,33,9762108.74135221
"104",104,34,1,1,138,34,10077402.8890767
"105",105,35,1,1,142,35,10289828.8627658
"106",106,1,2,1,6,1,0.894230645193887
"107",107,2,2,1,10,2,12.0036314730552
"108",108,3,2,1,14,3,261.365017906335
"109",109,4,2,1,18,4,10776.1030922339
"110",110,5,2,1,22,5,57162.6010378937
"111",111,6,2,1,26,6,68746.3660487744
"112",112,7,2,1,30,7,246319.581288097
"113",113,8,2,1,34,8,252771.834159477
"114",114,9,2,1,38,9,294917.321082586
"115",115,10,2,1,42,10,504476.226291459
"116",116,11,2,1,46,11,2198682.10692027
"117",117,12,2,1,50,12,1142065.66675707
"118",118,13,2,1,54,13,1561544.01206955
"119",119,14,2,1,58,14,1685164.6482132
"120",120,15,2,1,62,15,3746330.53379934
"121",121,16,2,1,66,16,3894724.67329389
"122",122,17,2,1,70,17,3688930.51834216
"123",123,18,2,1,74,18,4871987.91782267
"124",124,19,2,1,78,19,4897565.03234832
"125",125,20,2,1,82,20,5808873.39101012
"126",126,21,2,1,86,21,5250594.12980877
"127",127,22,2,1,90,22,5862831.77521153
"128",128,23,2,1,94,23,5628142.14372336
"129",129,24,2,1,98,24,7117746.51816787
"130",130,25,2,1,102,25,6515728.63635422
"131",131,26,2,1,106,26,7428497.55140415
"132",132,27,2,1,110,27,7646282.38051746
"133",133,28,2,1,114,28,8097104.84389347
"134",134,29,2,1,118,29,8985613.17363326
"135",135,30,2,1,122,30,8541024.56000712
"136",136,31,2,1,126,31,8140044.58418404
"137",137,32,2,1,130,32,9627667.51522244
"138",138,33,2,1,134,33,9126591.99642683
"139",139,34,2,1,138,34,10142432.2637132
"140",140,35,2,1,142,35,10880405.5193381
"141",141,1,1,1,6,1,258.534533831143
"142",142,2,1,1,10,2,28716.6832629166
"143",143,3,1,1,14,3,90382.114507622
"144",144,4,1,1,18,4,253258.075191364
"145",145,5,1,1,22,5,482561.935245456
"146",146,6,1,1,26,6,807294.346838671
"147",147,7,1,1,30,7,919843.367086005
"148",148,8,1,1,34,8,1167107.04773487
"149",149,9,1,1,38,9,1364755.73895241
"150",150,10,1,1,42,10,2044237.91723482
"151",151,11,1,1,46,11,2709330.8838259
"152",152,12,1,1,50,12,3325189.0955465
"153",153,13,1,1,54,13,2546963.43808536
"154",154,14,1,1,58,14,2658133.82278792
"155",155,15,1,1,62,15,3878537.92194851
"156",156,16,1,1,66,16,3602945.04100786
"157",157,17,1,1,70,17,4982135.17935205
"158",158,18,1,1,74,18,4340705.58516288
"159",159,19,1,1,78,19,5399780.47153502
"160",160,20,1,1,82,20,5218324.2526914
"161",161,21,1,1,86,21,5844722.67274205
"162",162,22,1,1,90,22,5506025.07511474
"163",163,23,1,1,94,23,6548436.95706113
"164",164,24,1,1,98,24,6170605.51634248
"165",165,25,1,1,102,25,6494887.20651349
"166",166,26,1,1,106,26,7630496.54535217
"167",167,27,1,1,110,27,7933676.84463985
"168",168,28,1,1,114,28,7525450.24583007
"169",169,29,1,1,118,29,8009760.94639478
"170",170,30,1,1,122,30,8951004.05931751
"171",171,31,1,1,126,31,8112214.6958935
"172",172,32,1,1,130,32,10710028.4643396
"173",173,33,1,1,134,33,10003423.2592363
"174",174,34,1,1,138,34,10925004.4845409
"175",175,35,1,1,142,35,11459993.2144159
"176",176,1,2,1,6,1,0.0027625697967889
"177",177,2,2,1,10,2,41.411479556348
"178",178,3,2,1,14,3,487.907713447189
"179",179,4,2,1,18,4,3336.931647446
"180",180,5,2,1,22,5,26878.6013239647
"181",181,6,2,1,26,6,68785.0139340371
"182",182,7,2,1,30,7,447786.351548579
"183",183,8,2,1,34,8,147576.013093208
"184",184,9,2,1,38,9,887985.495440987
"185",185,10,2,1,42,10,1109294.60561575
"186",186,11,2,1,46,11,1464114.38629498
"187",187,12,2,1,50,12,2278231.05852843
"188",188,13,2,1,54,13,1826564.71999081
"189",189,14,2,1,58,14,3048562.82839623
"190",190,15,2,1,62,15,3977713.21912866
"191",191,16,2,1,66,16,2662615.1893668
"192",192,17,2,1,70,17,3861679.2018289
"193",193,18,2,1,74,18,5032456.87002691
"194",194,19,2,1,78,19,4968503.24170029
"195",195,20,2,1,82,20,4243706.45361259
"196",196,21,2,1,86,21,6354103.02628464
"197",197,22,2,1,90,22,6576056.43774686
"198",198,23,2,1,94,23,6166091.06710281
"199",199,24,2,1,98,24,6782023.77742605
"200",200,25,2,1,102,25,6663290.18523661
"201",201,26,2,1,106,26,7388904.17741657
"202",202,27,2,1,110,27,8330841.33798686
"203",203,28,2,1,114,28,7938862.13828118
"204",204,29,2,1,118,29,8669279.62720663
"205",205,30,2,1,122,30,8322945.3416415
"206",206,31,2,1,126,31,9286851.34977229
"207",207,32,2,1,130,32,9283954.66514408
"208",208,33,2,1,134,33,10957063.8694559
"209",209,34,2,1,138,34,11187201.1261917
"210",210,35,2,1,142,35,11599613.7357592
"211",211,1,1,1,6,1,361.408610845976
"212",212,2,1,1,10,2,20297.7435380062
"213",213,3,1,1,14,3,126701.227769854
"214",214,4,1,1,18,4,283850.906511306
"215",215,5,1,1,22,5,385948.758284494
"216",216,6,1,1,26,6,471932.774678977
"217",217,7,1,1,30,7,999526.468192531
"218",218,8,1,1,34,8,974880.041851282
"219",219,9,1,1,38,9,1390096.23484923
"220",220,10,1,1,42,10,1403719.9862556
"221",221,11,1,1,46,11,1966896.7225238
"222",222,12,1,1,50,12,2242966.36586811
"223",223,13,1,1,54,13,3195304.28010042
"224",224,14,1,1,58,14,4055159.66723271
"225",225,15,1,1,62,15,3454066.91765696
"226",226,16,1,1,66,16,3968051.26846874
"227",227,17,1,1,70,17,3974722.27415658
"228",228,18,1,1,74,18,4541907.65363577
"229",229,19,1,1,78,19,4785955.05248884
"230",230,20,1,1,82,20,5739469.88041649
"231",231,21,1,1,86,21,5485890.30737117
"232",232,22,1,1,90,22,6209966.53300886
"233",233,23,1,1,94,23,5987810.27335257
"234",234,24,1,1,98,24,7228878.37898127
"235",235,25,1,1,102,25,6476290.72468218
"236",236,26,1,1,106,26,6623426.88202725
"237",237,27,1,1,110,27,7811512.72477569
"238",238,28,1,1,114,28,7255229.35051026
"239",239,29,1,1,118,29,9394304.18297257
"240",240,30,1,1,122,30,10235573.8292743
"241",241,31,1,1,126,31,9441178.97454636
"242",242,32,1,1,130,32,8250538.30499594
"243",243,33,1,1,134,33,10832526.4287063
"244",244,34,1,1,138,34,9053573.06312956
"245",245,35,1,1,142,35,10990878.2903562
"246",246,1,2,1,6,1,0.00139781403916966
"247",247,2,2,1,10,2,12.6877482633037
"248",248,3,2,1,14,3,1346.96697505448
"249",249,4,2,1,18,4,1307.37359170043
"250",250,5,2,1,22,5,32980.8340808304
"251",251,6,2,1,26,6,196114.254108244
"252",252,7,2,1,30,7,306082.243575227
"253",253,8,2,1,34,8,902566.778268541
"254",254,9,2,1,38,9,755775.899099272
"255",255,10,2,1,42,10,709143.756969977
"256",256,11,2,1,46,11,1403498.56913677
"257",257,12,2,1,50,12,1124432.35535315
"258",258,13,2,1,54,13,1678895.73487407
"259",259,14,2,1,58,14,3885983.52677951
"260",260,15,2,1,62,15,2870974.61842005
"261",261,16,2,1,66,16,2920425.92154101
"262",262,17,2,1,70,17,4667380.99686189
"263",263,18,2,1,74,18,4784480.64013491
"264",264,19,2,1,78,19,5188270.65231416
"265",265,20,2,1,82,20,5083666.20604696
"266",266,21,2,1,86,21,5149333.33571556
"267",267,22,2,1,90,22,5638299.43537189
"268",268,23,2,1,94,23,7394863.33748567
"269",269,24,2,1,98,24,6573530.3251277
"270",270,25,2,1,102,25,6610054.60115862
"271",271,26,2,1,106,26,7527911.26017574
"272",272,27,2,1,110,27,7769763.13756759
"273",273,28,2,1,114,28,8146831.47384328
"274",274,29,2,1,118,29,9158653.5814792
"275",275,30,2,1,122,30,9067619.02717041
"276",276,31,2,1,126,31,9650924.54894087
"277",277,32,2,1,130,32,9709431.20165653
"278",278,33,2,1,134,33,9545896.65034438
"279",279,34,2,1,138,34,9925945.52349777
"280",280,35,2,1,142,35,10832177.6573699
"281",281,1,1,1,6,1,369.647501611674
"282",282,2,1,1,10,2,23009.9924281365
"283",283,3,1,1,14,3,110090.669521324
"284",284,4,1,1,18,4,322545.587677455
"285",285,5,1,1,22,5,504716.247114217
"286",286,6,1,1,26,6,512329.933771086
"287",287,7,1,1,30,7,992004.660720887
"288",288,8,1,1,34,8,1011372.67467176
"289",289,9,1,1,38,9,1350052.43215798
"290",290,10,1,1,42,10,2096767.76868022
"291",291,11,1,1,46,11,2269404.86103367
"292",292,12,1,1,50,12,2425885.3680776
"293",293,13,1,1,54,13,2203815.6233864
"294",294,14,1,1,58,14,2734021.85477849
"295",295,15,1,1,62,15,3250943.53809736
"296",296,16,1,1,66,16,4558703.57923855
"297",297,17,1,1,70,17,4432894.95668684
"298",298,18,1,1,74,18,5363323.22461019
"299",299,19,1,1,78,19,4584031.62330038
"300",300,20,1,1,82,20,4711785.22368444
"301",301,21,1,1,86,21,5888694.97066351
"302",302,22,1,1,90,22,5591280.0844003
"303",303,23,1,1,94,23,6104275.08634123
"304",304,24,1,1,98,24,7121855.48316761
"305",305,25,1,1,102,25,6805153.4102293
"306",306,26,1,1,106,26,7895806.81628072
"307",307,27,1,1,110,27,7794222.80647683
"308",308,28,1,1,114,28,8096994.13058569
"309",309,29,1,1,118,29,8212934.94579292
"310",310,30,1,1,122,30,8815928.884596
"311",311,31,1,1,126,31,8635239.04024395
"312",312,32,1,1,130,32,9866393.7359488
"313",313,33,1,1,134,33,9199308.57341549
"314",314,34,1,1,138,34,10908277.5664285
"315",315,35,1,1,142,35,9817988.36090854
"316",316,1,2,1,6,1,0.603323063067549
"317",317,2,2,1,10,2,12.0145525612506
"318",318,3,2,1,14,3,160.309665071357
"319",319,4,2,1,18,4,2993.65671727866
"320",320,5,2,1,22,5,46513.8685920835
"321",321,6,2,1,26,6,139620.300667881
"322",322,7,2,1,30,7,263905.390114764
"323",323,8,2,1,34,8,641078.61346829
"324",324,9,2,1,38,9,795865.03584603
"325",325,10,2,1,42,10,1321345.19558757
"326",326,11,2,1,46,11,3138582.67630857
"327",327,12,2,1,50,12,3153279.07481353
"328",328,13,2,1,54,13,1764635.19306026
"329",329,14,2,1,58,14,3620319.70389648
"330",330,15,2,1,62,15,3236801.45463293
"331",331,16,2,1,66,16,3365912.78050559
"332",332,17,2,1,70,17,4273856.45080226
"333",333,18,2,1,74,18,4940313.00785026
"334",334,19,2,1,78,19,4028099.88755422
"335",335,20,2,1,82,20,5283454.59174763
"336",336,21,2,1,86,21,4206011.86831125
"337",337,22,2,1,90,22,6246886.76186781
"338",338,23,2,1,94,23,6245250.22790954
"339",339,24,2,1,98,24,6781193.29236559
"340",340,25,2,1,102,25,7848700.45471679
"341",341,26,2,1,106,26,8148159.71290693
"342",342,27,2,1,110,27,8382831.48814569
"343",343,28,2,1,114,28,8784994.48090691
"344",344,29,2,1,118,29,9029258.71897551
"345",345,30,2,1,122,30,8282086.61352885
"346",346,31,2,1,126,31,8934652.92808261
"347",347,32,2,1,130,32,10628206.1329682
"348",348,33,2,1,134,33,9500490.4853361
"349",349,34,2,1,138,34,11166640.4918154
"350",350,35,2,1,142,35,10299369.7448764
"351",351,1,1,1,6,1,933.996977017404
"352",352,2,1,1,10,2,27994.9112611244
"353",353,3,1,1,14,3,140128.828482604
"354",354,4,1,1,18,4,115153.036725325
"355",355,5,1,1,22,5,484976.235461285
"356",356,6,1,1,26,6,593952.113911132
"357",357,7,1,1,30,7,872180.223047995
"358",358,8,1,1,34,8,1218446.05152005
"359",359,9,1,1,38,9,1626552.60647503
"360",360,10,1,1,42,10,1305326.21405091
"361",361,11,1,1,46,11,2401944.19155397
"362",362,12,1,1,50,12,2508968.29548579
"363",363,13,1,1,54,13,3090418.93609507
"364",364,14,1,1,58,14,3455971.04851278
"365",365,15,1,1,62,15,2784989.98625318
"366",366,16,1,1,66,16,3428947.71710791
"367",367,17,1,1,70,17,4396614.16226421
"368",368,18,1,1,74,18,4614396.1669112
"369",369,19,1,1,78,19,4090935.48016474
"370",370,20,1,1,82,20,5195603.0526696
"371",371,21,1,1,86,21,6260872.78447846
"372",372,22,1,1,90,22,6784033.31713044
"373",373,23,1,1,94,23,6523742.01009325
"374",374,24,1,1,98,24,6937132.62075862
"375",375,25,1,1,102,25,6709339.85135362
"376",376,26,1,1,106,26,7531917.59618143
"377",377,27,1,1,110,27,7695920.22639601
"378",378,28,1,1,114,28,7722848.78298023
"379",379,29,1,1,118,29,7928673.701192
"380",380,30,1,1,122,30,9410743.83465935
"381",381,31,1,1,126,31,9622994.47647372
"382",382,32,1,1,130,32,9272804.58813306
"383",383,33,1,1,134,33,10748657.2562501
"384",384,34,1,1,138,34,11435680.5191846
"385",385,35,1,1,142,35,10659290.4935126
"386",386,1,2,1,6,1,0.000181317578971982
"387",387,2,2,1,10,2,8.59996668496714
"388",388,3,2,1,14,3,533.505279701655
"389",389,4,2,1,18,4,966.674880231212
"390",390,5,2,1,22,5,42023.9428749465
"391",391,6,2,1,26,6,92748.8446131237
"392",392,7,2,1,30,7,343565.717279582
"393",393,8,2,1,34,8,331580.788375193
"394",394,9,2,1,38,9,605481.138373179
"395",395,10,2,1,42,10,669205.364029845
"396",396,11,2,1,46,11,796236.995771856
"397",397,12,2,1,50,12,2353905.49326705
"398",398,13,2,1,54,13,1491509.72103751
"399",399,14,2,1,58,14,3169993.01465385
"400",400,15,2,1,62,15,2682347.25633605
"401",401,16,2,1,66,16,4092095.91636022
"402",402,17,2,1,70,17,5095633.99005766
"403",403,18,2,1,74,18,5428860.62972559
"404",404,19,2,1,78,19,4030788.35380058
"405",405,20,2,1,82,20,6068107.48820573
"406",406,21,2,1,86,21,5073164.58534462
"407",407,22,2,1,90,22,6408244.47362269
"408",408,23,2,1,94,23,5859144.72795259
"409",409,24,2,1,98,24,6603784.63939312
"410",410,25,2,1,102,25,6975113.04506061
"411",411,26,2,1,106,26,7400098.47476164
"412",412,27,2,1,110,27,8769473.85909034
"413",413,28,2,1,114,28,8414416.48466877
"414",414,29,2,1,118,29,8451485.67560525
"415",415,30,2,1,122,30,7975536.89443327
"416",416,31,2,1,126,31,9052449.67047137
"417",417,32,2,1,130,32,9428806.69107655
"418",418,33,2,1,134,33,6711747.89985159
"419",419,34,2,1,138,34,11015342.3355612
"420",420,35,2,1,142,35,11410183.4871968
"421",421,1,1,1,6,1,307.449475384003
"422",422,2,1,1,10,2,48888.4337778087
"423",423,3,1,1,14,3,138995.87446973
"424",424,4,1,1,18,4,212114.08734565
"425",425,5,1,1,22,5,509787.587449082
"426",426,6,1,1,26,6,575802.43231813
"427",427,7,1,1,30,7,854746.496238608
"428",428,8,1,1,34,8,1051628.54417893
"429",429,9,1,1,38,9,1553899.89754266
"430",430,10,1,1,42,10,2461708.23115012
"431",431,11,1,1,46,11,2397953.35290351
"432",432,12,1,1,50,12,2943844.8174279
"433",433,13,1,1,54,13,3341059.30600242
"434",434,14,1,1,58,14,3040591.37890547
"435",435,15,1,1,62,15,3245743.06651473
"436",436,16,1,1,66,16,4277888.08072748
"437",437,17,1,1,70,17,5337634.36853837
"438",438,18,1,1,74,18,3774720.38352347
"439",439,19,1,1,78,19,5140374.63988932
"440",440,20,1,1,82,20,5903899.74945303
"441",441,21,1,1,86,21,5498019.3593038
"442",442,22,1,1,90,22,6153577.46217153
"443",443,23,1,1,94,23,7045006.5633196
"444",444,24,1,1,98,24,7629234.84708162
"445",445,25,1,1,102,25,6541705.41863733
"446",446,26,1,1,106,26,7666002.26887402
"447",447,27,1,1,110,27,7950808.08403473
"448",448,28,1,1,114,28,8090583.54401954
"449",449,29,1,1,118,29,8519294.29726159
"450",450,30,1,1,122,30,8999690.14761646
"451",451,31,1,1,126,31,9357249.85072377
"452",452,32,1,1,130,32,9942355.96612914
"453",453,33,1,1,134,33,9593662.28986324
"454",454,34,1,1,138,34,10313228.6951214
"455",455,35,1,1,142,35,10868645.5648163
"456",456,1,2,1,6,1,0.0747437011956945
"457",457,2,2,1,10,2,7.20394913401471
"458",458,3,2,1,14,3,57.5941871729837
"459",459,4,2,1,18,4,3807.01278434662
"460",460,5,2,1,22,5,21195.4661384899
"461",461,6,2,1,26,6,263993.166150907
"462",462,7,2,1,30,7,481725.527653867
"463",463,8,2,1,34,8,291910.484762631
"464",464,9,2,1,38,9,480313.221147047
"465",465,10,2,1,42,10,1623545.17247779
"466",466,11,2,1,46,11,989746.724550999
"467",467,12,2,1,50,12,888324.474209698
"468",468,13,2,1,54,13,1155638.91530131
"469",469,14,2,1,58,14,2038326.89925975
"470",470,15,2,1,62,15,3382097.48417351
"471",471,16,2,1,66,16,3254671.37178988
"472",472,17,2,1,70,17,4419191.27046435
"473",473,18,2,1,74,18,4305735.24606678
"474",474,19,2,1,78,19,5068605.20584394
"475",475,20,2,1,82,20,5070538.68580479
"476",476,21,2,1,86,21,4860702.46456732
"477",477,22,2,1,90,22,6069732.7783791
"478",478,23,2,1,94,23,6848340.77771013
"479",479,24,2,1,98,24,6471194.09342957
"480",480,25,2,1,102,25,5374775.79475505
"481",481,26,2,1,106,26,6773299.60142139
"482",482,27,2,1,110,27,6822740.95623047
"483",483,28,2,1,114,28,7537143.28618104
"484",484,29,2,1,118,29,8375931.78845191
"485",485,30,2,1,122,30,8165626.66318137
"486",486,31,2,1,126,31,9834959.3573016
"487",487,32,2,1,130,32,9795109.13014443
"488",488,33,2,1,134,33,9350806.63084754
"489",489,34,2,1,138,34,11299917.060769
"490",490,35,2,1,142,35,9786941.46801013
"491",491,1,1,1,6,1,254.756260000644
"492",492,2,1,1,10,2,7993.64916096957
"493",493,3,1,1,14,3,178188.08175356
"494",494,4,1,1,18,4,242810.655674805
"495",495,5,1,1,22,5,367582.565537884
"496",496,6,1,1,26,6,640610.949044207
"497",497,7,1,1,30,7,1031044.09207322
"498",498,8,1,1,34,8,1115784.44952873
"499",499,9,1,1,38,9,1924708.41922719
"500",500,10,1,1,42,10,2162008.87782113
"501",501,11,1,1,46,11,2469045.92402771
"502",502,12,1,1,50,12,2438143.79068718
"503",503,13,1,1,54,13,2978111.4339295
"504",504,14,1,1,58,14,3621181.83774613
"505",505,15,1,1,62,15,3658445.6231027
"506",506,16,1,1,66,16,4086604.37183372
"507",507,17,1,1,70,17,4541200.0031069
"508",508,18,1,1,74,18,3511309.91554042
"509",509,19,1,1,78,19,5642438.40229684
"510",510,20,1,1,82,20,4912462.72757689
"511",511,21,1,1,86,21,4928713.90652949
"512",512,22,1,1,90,22,6114970.78301114
"513",513,23,1,1,94,23,6910460.36108347
"514",514,24,1,1,98,24,7133246.90144421
"515",515,25,1,1,102,25,6802898.31978614
"516",516,26,1,1,106,26,7562683.41522824
"517",517,27,1,1,110,27,6356348.07430586
"518",518,28,1,1,114,28,9019919.66322479
"519",519,29,1,1,118,29,9155238.77221021
"520",520,30,1,1,122,30,9280569.44595574
"521",521,31,1,1,126,31,8786480.9303663
"522",522,32,1,1,130,32,9837386.61668742
"523",523,33,1,1,134,33,10045801.3749462
"524",524,34,1,1,138,34,10391574.9634018
"525",525,35,1,1,142,35,10804672.5992104
"526",526,1,2,1,6,1,0.012569018943007
"527",527,2,2,1,10,2,7.19919328360105
"528",528,3,2,1,14,3,1336.19992130917
"529",529,4,2,1,18,4,1717.46539333693
"530",530,5,2,1,22,5,5420.83462147976
"531",531,6,2,1,26,6,135481.389990797
"532",532,7,2,1,30,7,95567.956474188
"533",533,8,2,1,34,8,393580.261350494
"534",534,9,2,1,38,9,854137.824763588
"535",535,10,2,1,42,10,1250297.23817071
"536",536,11,2,1,46,11,1368645.72299826
"537",537,12,2,1,50,12,3016273.43594874
"538",538,13,2,1,54,13,2181788.33062268
"539",539,14,2,1,58,14,3015152.72964213
"540",540,15,2,1,62,15,3053420.94659617
"541",541,16,2,1,66,16,3627778.08821435
"542",542,17,2,1,70,17,4288864.80734806
